Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
It gavemea headache when they said her skull was fractured,,10,5,0,0,0.0,0
okay in the time youre stressing about disappearing of your own child the stress and youre nervous you decide to go to the basement WTF why didnt he go there before police had come their daughter was disappeared and they didnt come to see if shes in the basement he knew she was there,,54,16,0,0,0.0,0
People always judge when their on TV being interviewed Hes not an actor so maybe thats his defense mechanism His face looks like a permanent smile,,26,12,0,0,0.0,0
i think burke killed her and the parents are covering for him,,12,4,0,0,0.0,0
I dont believe he did it The parents were involved in some deep satanic shit and this was probably a ritualsacrifice Sounds like both the kids were abused and MK ultra was practiced,shit,33,15,1,0.030303030303030304,0.06666666666666667,1
Who did it,,3,1,0,0,0.0,0
Idk if he was involved in the murder or not but he sure looks like he did Creepy af,,19,5,0,0,0.0,0
Time to research the DNA,,5,2,0,0,0.0,0
The investigators never brought up on how the murder could of escaped like through the basement window through the attic through the back door other windowsIt doesnt make any sense to me on why ppl would blame the parents for killing their own loved one and the brother is just very nervous and uncomfortable so thats how i know he didnt do it Theres only one thing the People missed and thats the escape i mean you never know,,79,26,0,0,0.0,0
Why the hell is this guy smiling He seems a bit off,bit,12,6,1,0.08333333333333333,0.16666666666666666,1
The smile is misleading Its a typical reaction to such a traumatic event psychologically speaking,,15,10,0,0,0.0,0
A psychosocio path father and brother and a narcissist mother,,10,7,0,0,0.0,0
I agree with the police force who tried to get them charged No question mama killed her and dad was a pedophile White best friend of dads was the first to be called on the phonenot the cops Right there guilty They set up the crime scene just like Dr Henry Lee said initially,,54,28,0,0,0.0,0
And this had to be posted on my birthday,,9,3,0,0,0.0,0
Those who have ready big shovels need to go digging in the Ramsey and Pastys family backgrounds to find links within the community Both John and Pasty were sexually abused as children themselves This is where the thread of truth can be picked up and followed Pure conjecture Tho its all like writing on the wall to me,,58,27,0,0,0.0,0
He killed herHe is cain,,5,4,0,0,0.0,0
He looks just like Patsy RIP to Patsy and JonBenet,,10,5,0,0,0.0,0
Why is he smiling so much Its like this  she is dead like bro this is a sad moment,,20,8,0,0,0.0,0
I dont see a smile wth hes a tool,,9,5,0,0,0.0,0
After seeing this program I have no doubt Burke either did it or knows who did,,16,5,0,0,0.0,0
It was John Andrew Ramseynot the momdad or Burke,,9,6,0,0,0.0,0
I havd been so interested in this case N d only way I can conclude is dat Burke hit his sister with d flashlight and his parents staged the entire thing to cover up his crime From d start till the last of you see every evidence it just points towards the family,,53,24,0,0,0.0,0
That dupers grin tells me a lot about the brother,grin,10,6,1,0.1,0.16666666666666666,1
The ransom note was long long long winded Definitely it was a pedophile who did this brutal murder So why would the parents write a long note REMEMBER movie Baby Jane Its a movie about sibling rivalry,,37,24,0,0,0.0,0
Trace or touch DNA can be found on brand new clothes from the people who make or ship it It is erroneous to clear or charge anyone based on it JonBenet ate pineapples the night she died it was found in her small intestine There was a bowl of pineapples with Patsy and Burkes finger prints on it at the scene but not JonBenets Burke was clearly eating pineapples that night which contradicts their testimony that he was in his bedroom the whole night There also was a large flashlight in the kitchen that if used as a weapon is consistent with the head trauma she suffered The marks on her neck are consistent with being poked by Burkes model train set tracks perhaps to try to wake her up Burke had anger issues he had hit JonBenet previously with a golf club in the face He also pooped in her bed and on her Christmas presents that night When a psychologist interviews Burke and shows him a photo of the bowl of pineapples Burke gets very fidgety and cannot identify what it is he acts as though he does not know what a bowl of pineapple is even though in the same interview he earlier said pineapples was one of his favorite fruits So we know JonBenet ate one of his pineapples likely grabbing it out of the bowl and that he had hit her before How would a kid with anger issues react to his little sister stealing his favorite fruit It appears Burke accidentally killed his little sister and then the parents staged it to look like a foreign faction did it It explains all the inconsistencies like why she was both struck dead and tied up and choked and sexually abused they wanted to make it look like a violent intruder or the extremely long and confusing note which includes multiple paraphrased movie quotes The basement of their house had movie posters hanging in it Patsy was ambidextrous and her handwriting was tested for her dominant hand but she easily could have used her other hand to make it look different Additionally John Ramsey said he had broke the glass in the window some weeks earlier and used it to get in the house when he had locked himself out it wasnt broken that night In the 911 call the muddled audio at the end can now be heard of the three of them talking in the kitchen before the call hangs up It appears to include John saying we are not talking to you  John and Patsy are not talking to Burke Then Patsy saying what did you do Help me Jesus asking Burke what he did Then a young boys voice clearly Burke saying what did you find This contradicts the familys testimony that Burke was in his room the whole night The parents had discovered that their older child struck and killed their younger child and in a panic decided to make it look like he hadnt done it to not lose both their children in a single night Lastly in 2013 a judge unsealed some grand jury documents related to the investigation Despite the District Attorney deciding to not bring charges it shows that the grand jury had voted to bring charges against the parents but not for murder The grand jury saw all the evidence and voted to indict John and Patsy on two counts endangering JonBenet and being accessories to a murderhiding evidence This is completely consistent with the grand jury charging the parents for allowing JonBenet to be near Burke who was a very troubled kid and for covering it up Yet the politicized DA who was friends with the Ramseys did nothing Theres little mystery left in this caseIn fact there is proof beyond reasonable doubt,ship,639,279,1,0.001564945226917058,0.0035842293906810036,1
After watching his interviews back when he was still around 10 or 11 I believe he is the one who killed his sister Maybe its not in his intention to kill but he is still the person responsible for what happened to the poor girl The family is very famous and their image of a happy family is something that they must protect at all cost so thats why the parents covered up for him The reason why he is not remorseful is because I bet his parents keep on telling him that its not his fault and that it was an accident but he must not tell the truth because he didnt mean to hurt his sister Burke is jealous of his sister One of their neighbors told the investigators that Burke once hit his sister on the face and that Burke never really played with other children in the neighborhood esp when JanBenett is around,,157,56,0,0,0.0,0
I dont think he was smiling I agree it looks like an uncomfortable facial feature instead,,16,8,0,0,0.0,0
Hes parents covered him up,,5,3,0,0,0.0,0
Hes smiling talking about seeing her corpse,,7,4,0,0,0.0,0
burke 100 killed his little sister and we all know it after years of jealousy jonbenet stealing some pineapple from his bowl finally made him snap and he smashed her over the head with the flashlight that he knew was in the kitchen drawer his parents tried to cover it all up so they wouldnt be known as the ones with the murderous psycho kid its disgusting to see him sit there smiling like that makes me sick,,78,27,0,0,0.0,0
this is the creepiest interview ever,,6,2,0,0,0.0,0
Burke is an evil creepy devil,,6,4,0,0,0.0,0
They stayed focused They screwed up big time,,8,7,0,0,0.0,0
I honestly think Burke did it Nobody else besides family members were in the house The sad thing is this little girl knows exactly what happened to her and well never know Rip sweetheart,,34,16,0,0,0.0,0
it angers me so much that this obvious killer is sitting here making money on his kill while he only got aways because of his parents money incredible,,28,11,0,0,0.0,0
PizzaGate FranklinScandal CookingSpirit *Connect the dots*,,6,5,0,0,0.0,0
Fella sure creep smiles a lot,,6,4,0,0,0.0,0
Burke 100 killed her and his parents covered it over up because they didnt want to lose both children,,19,8,0,0,0.0,0
That smile is spine chilling,,5,4,0,0,0.0,0
You need to watch The Case Of Jonbenet Ramsey parts 12 I think their theory is spot on Jonbenet gets woken up to go to the toilet Afterwards she comes downstairs She takes a piece of pineapple from her brothers bowl He freaks out and hits her with a torch Unfortunately she dies and then his parents help cover it all up Theyre wealthy so they just pay the DA to keep quiet and to make it look like it was an intruder,,83,38,0,0,0.0,0
Its not a smile it is an insane psycho smile,,10,5,0,0,0.0,0
he looks nervous and guilty,,5,2,0,0,0.0,0
what if the identified males dna in her underpants is her bothers,,12,5,0,0,0.0,0
Sussssssssssssssssss,,1,1,0,0,0.0,0
Burke looked down when he answered with Absolutely not,,9,4,0,0,0.0,0
My bf and I fight a lot about my mocking or being dismissiveI smile and sometimes laugh when I am uncomfortable and its very triggering to ppls The brother looks so uncomfortable to me hes nervous,,36,17,0,0,0.0,0
Homicide Hunter Lt Joe Kenda should have been brought in to solve this case,,14,8,0,0,0.0,0
Hes hiding his pain by smiling,,6,4,0,0,0.0,0
I believe that the brother did it and the family covering for it ,,14,5,0,0,0.0,0
never look at the mouth or at a smile look at the EYES,,13,3,0,0,0.0,0
Cant they do a lie detector test Also if you want more information about the case I highly suggest the case of jonbent ramsey you find out a lot more about everything,test,32,13,1,0.03125,0.07692307692307693,1
They paid this guy to defend him  I dont see a smile as much as I see an uncomfortableblah blah You yourself dont believe that Since youre a professional your insight influences others So they paid you to defend him and paint him as an shy guy when its clear he is sketchy af,,55,26,0,0,0.0,0
202 someone probably paid him to smile  thats my opinion Maybe its not even the real Burke ,,19,9,0,0,0.0,0
his eyes and smile creeps me out,,7,3,0,0,0.0,0
I hope I live long enough to know who did it,,11,5,0,0,0.0,0
This is Just Sad  You can tell when someone is Guilty or have been up to no good They Cant look you in the Eye or are really Awkward to be around  And if the Ramseys did do it I ask how could you hit your own child or stage that someone broke into the house   For the Sake of God if You Loved your child like they Claim they Did then why did they if proven guilty kill her Its Soo Wrong  I believe Burke was jealous but I Do believe He Loved her I feel like her Father put her on a pedistool and Burke couldnt cope with it and So Patsy saw this and Completely Pampered him  And tried making him number one or Noticeable ,,135,60,0,0,0.0,0
To be honest from day one I always felt like he did it It just best fits the evidence and parents behavior after I think it was sibling abuse that was going on awhile due to jealousy and that night it went too far The parents had to save the kid they had left So they staged the ligature and note She went willingly down there with whoever it was,"day, felt",70,29,1,0.02857142857142857,0.06896551724137931,2
the same blow of the skull laughing the hollow of his toy in the back he does not care the end of the call and the daddy the violo the mom could hit the cranium practicing and the mom scolded her and the mom got angry and hit her in the skull and the brother hated her and had her envy,,61,22,0,0,0.0,0
They overlooked a broken window Excelent police work,,8,7,0,0,0.0,0
I think Burke killed JonBenet Burke woke up hungry he went downstairs to get pineapple and milk JonBenet then woke up probably to use the bathroom or she woke up because she Peed on herself She saw a light on downstairs went downstairs to see what was going on She then saw her brother in the kitchen eating pineapple Then she went over grabbed it with her fingers and ate a piece Burke then got mad at JonBenet for eating his pineapple JonBenet then ran downstairs to the basement Burke went chasing after her grabbed the flashlight from the kitchen and ran downstairs Burke soon caught up with JonBenet then hit her with the flashlight on her head Burke then realized what he had done He then grabbed JonBenet and dragged her to the other room He then ran back upstairs went back in his room and pretended to fall asleep Patsy and her husband both woke up to the noise and checked the house and the rooms They both saw Burke in his bed sleeping and went to check JonBenets room and found her missing so they went to check around the house for her They then went down to the basement and checked the rooms and then found JonBenets body on the ground Patsy then screamed and Bourke got out of his bed and ran to the basement Then thats when they had their conversation what did you do Patsy were not talking to you John oh Jesus oh Jesus Patsy what did you findBurke Burke thought he was slick trying to play it off When he probably killed his sister Then the parents wanted to cover it up by strangling her even though she was already dead or slowly dying Or Burke could have done all of that to her then went upstairs I dont know I just want this solved Its very sad its taking over 20 years to solve this case,,326,129,0,0,0.0,0
Trumps win is probably the biggest underdog story in history The media ripped him Hollywood ripped him the Democrats ripped him professors ripped and even his own party the Republicans ripped him a lot of the time And he still won Think whatever you want about him but you cant deny it was historic,,54,26,0,0,0.0,0
A year later Trump is hated by Degenerate rappers Hollywood rapists and pedophiles Elitist Celebrities Cop hating NFL and NBA players Establishment Republicans Democrats it makes me proud that I voted for him and confident I made the right choice,,40,24,0,0,0.0,0
Donald Trump the man who gave up his lavish and luxurious lifestyle and endured being ridiculed and smeared by the media to save America,,24,12,0,0,0.0,0
Lets do this again in 2020,,6,2,0,0,0.0,0
First they ignore you then they laugh at you then they fight you then you win Mahatma Gandhi,,18,7,0,0,0.0,0
I remember crying tears of happiness when DT won Still very happy to this day,day,15,10,1,0.06666666666666667,0.1,1
i am the biggest fan of trumplove from india,fan,9,4,1,0.1111111111111111,0.25,1
That night almost two years ago I joined a bunch of Deplorable groups on Facebook and met the woman of my dreams We both consider Donald Trump as the one who brought us together I love this man,,38,21,0,0,0.0,0
that was probably one of the best openings to a victory speech sorry to keep you waiting complicated business,,19,7,0,0,0.0,0
One of the greatest nights in American history The night we started the process of getting our country back,,19,10,0,0,0.0,0
I get all teared up thinking about that magnificent night that President Trump won I love you Donald Trump Love from Australia,,22,14,0,0,0.0,0
One of the few nights I have ever cried from happiness,,11,5,0,0,0.0,0
Many people fell to their knees this night thanking God for this win,,13,8,0,0,0.0,0
Ill never forget this night Tears of joy and pride were streaming down my face Couldnt sleep for the next 3 days but I felt great MAGA,felt,27,16,1,0.037037037037037035,0.0625,1
One year later this is still glorious,,7,3,0,0,0.0,0
Trump 2020  LetS Go ,,6,6,0,0,0.0,0
Couldnt be happier God bless the USA,,7,5,0,0,0.0,0
The like and dislike bar is mimicking the election result,,10,6,0,0,0.0,0
You are now watching a master at work The man who struck fear into the Cabal,master,16,9,1,0.0625,0.1111111111111111,1
Im watching this on January 20th 2018 Donald Trump has been president for a year now He has kept all his promises unemployment is at an all time low we have a massive tax cut coming in Feburary the stock market are at all time record highs God Bless Donald J Trump and God bless the United States of America,,60,34,0,0,0.0,0
Air Force One 1997 soundtrack President Trump saving USA and the World,,12,10,0,0,0.0,0
Sorry to keep you waiting complicated business,,7,4,0,0,0.0,0
Can someone explain to me how is Donald Trump a racist 1 He wants to build a wall makes sense because they cant take in illegal immigrants not knowing their background and sending them back or putting them in jail etc will costs USA money and going further in debt 2 He wants to stop bringing in muslims temporarily until they can they can find a solution to Islamic Extremists issue also makes sense since Islamic Extremists is targeting USA Most of the people who are angry with Donald Trump probably cant think straight and being brainwashed by mainstream medias with fake stories about Trump and didnt read what he actually said,,112,54,0,0,0.0,0
This is 2020 election results  Go Trumpster,,8,6,0,0,0.0,0
Greatest day of my life,day,5,3,1,0.2,0.3333333333333333,1
I have seen it live on german TV I was so happy at this moment this was not just a victory for Trump supporters or the americans it was a victory for all patriots all over the world thank you Donald Trump and thank you voters,,46,16,0,0,0.0,0
Whos watching on Nov 7 2017,,6,5,0,0,0.0,0
give the poor kid a red bull,,7,4,0,0,0.0,0
I have headache due to crying so much God is in control and He wins all the time MAGA and God bless Mr President and the USA AMEN,,28,15,0,0,0.0,0
Cried tears of joy watching this live,,7,5,0,0,0.0,0
One year later and I can see I definitely made the right choice Trump 2020 Keep America Great,,18,11,0,0,0.0,0
Repeat Trump 2020,,3,3,0,0,0.0,0
you can see the emotion in his face after all they put him through the slander the hate the false accusations he tears up knowing he overcame everything they threw at him almost everyone turned their back on him people stopped supporting and the media and celebs and hilary made him look like a monster he overcame it all,,59,19,0,0,0.0,0
Epic Never gets old I get goosebumps even 18 months later GOP 2018 Trump 2020 USA forever,,17,12,0,0,0.0,0
Trump 2020,,2,2,0,0,0.0,0
505 thats a man who loves his country and his people,,11,5,0,0,0.0,0
Watching in 2018 from Australia TRUMP 2020,,7,5,0,0,0.0,0
who else was crying at 3am watching Trump make his speech MAGA,,12,6,0,0,0.0,0
Trump is one man wreckage machine  He crushed everything media establishment corrupt gang  I dont like him but he is the superman of real world  Wish i had someone like him as president in my country,,39,20,0,0,0.0,0
1 year ago today,,4,4,0,0,0.0,0
One of the Greatest Days in American History,,8,5,0,0,0.0,0
From internet meme to a president,,6,4,0,0,0.0,0
Glorious night We like Mike Tremendous Mr President,,8,7,0,0,0.0,0
tears of joy win love this president from Australia and pacific islanders,,12,8,0,0,0.0,0
I love the way Trump points at Kellyanne at 2141 This is the woman who made it happen hes saying And hes right,,23,10,0,0,0.0,0
whos watching this in 2018,,5,2,0,0,0.0,0
Love him or hate him that was a good speech,,10,4,0,0,0.0,0
US Navy 5 year Veteran 20072012 I will never forget that awesome night  President Donald J Trump  VP Mike Pence for 2 Terms I hope ,,28,25,0,0,0.0,0
333 makes me tear up every time I watch this video,,11,6,0,0,0.0,0
theyre not laughing now,,4,1,0,0,0.0,0
Baron for 2040,,3,2,0,0,0.0,0
He didnt answer the question Will he put the presidency on the line at wrestle mania,,16,8,0,0,0.0,0
Something well all tell our grandkids about some day,day,9,4,1,0.1111111111111111,0.25,1
Does anyone get the impression that Mike Pence is an all round nice guy,,14,7,0,0,0.0,0
Look at Barons face Hes like I dont care Doesnt matter to me Im just tired,,16,11,0,0,0.0,0
The theme song from Air Force One was already absolutely badassed Trump using it as basically his entrance music just upped the badassness of it by about a billion times MAGA,,31,17,0,0,0.0,0
I bet when hillary called trump he let it ring a couple times before answering just to make her wait,trump,20,10,1,0.05,0.1,1
Its been one year Damntime goes by so fast,,9,4,0,0,0.0,0
Magical scenes The little people voted against the corrupt establishment just like we voted brexit in the UK,,18,10,0,0,0.0,0
Just as epic as the Braveheart Freedom scene absolutely FANTASTIC,,10,7,0,0,0.0,0
i watched this victory speech like everyday since he won,,10,5,0,0,0.0,0
The most epic night in our history We the American citizens said we have had enough We will take our country back and we did it And after a year we still feel we made the right decision Hes keeping promises we thought were lost This man was not a politician but a businessman and the difference is politicians work for their own party and a businessman works for the entire business And this United States is his business He represents us all not just his party Thank you from the bottom of our hearts,,95,41,0,0,0.0,0
1 year later still amazing,,5,3,0,0,0.0,0
I love that he used the song from the movie Air force one with Harrison Ford MAGA,,17,9,0,0,0.0,0
Did you notice the Like to Dislike ratio,,8,5,0,0,0.0,0
When Trump enters with his family is it just me or doesnt he have the sweetest expression on his face Actually humbled He looks like he really cares,,28,12,0,0,0.0,0
Its coming towards the end of october 2017 and im still watching this video and being so greatful that we have such a great man for a president and so happy that im an American,,35,12,0,0,0.0,0
This was by far one of the best moments of my life thus far ,,15,5,0,0,0.0,0
I remember how nervous and stressed I was this night and shocked I was expecting crooked Hilary to win  Wow frighin amazing ,,24,17,0,0,0.0,0
Perhaps the best night of my life and as for Hillary and her supporters you cant always get what you want,,21,7,0,0,0.0,0
If you listen real closely you can hear Rosies chubby ass running over the border,ass,15,10,1,0.06666666666666667,0.1,1
Lots of love to President Donald JTrump and vicepresident Mike Pence from Nepal,,13,9,0,0,0.0,0
Still watching in 2018 Ill never forget the day I voted TrumpPence it was my first time I was old enough to vote for president God bless President Trump and Vice President Pence,day,33,20,1,0.030303030303030304,0.05,1
At 52 I am SO humbled that we have TRUMP as PRESIDENT A TRUE gift,,15,10,0,0,0.0,0
bavon is just tired give the kid a break,,9,4,0,0,0.0,0
I love when Trump got to the podium that the crowd chanted USA USA USA they vote for him because they want America first,,24,11,0,0,0.0,0
Its 2019 Economy booming GDP growth over 3 Lowest unemployment rate Trump is being respected by His Friends and feared by His enemies,,23,17,0,0,0.0,0
I feel Trump will be a great Leader who will make America great agian For a start hes an Alpha male Hes decisive tough caring he cares about the working man and woman hes a brilliant business man and marketer This is a man who turned a million dollars his father gave him into a multi billion dollar property empire if he can do it for himself he can do it for his country Im glad youve got a real alpha male for your countrys President,,86,45,0,0,0.0,0
I never get sick of watching him come out to this music Proud of our president Gave up so much to save this country America is definitely indebted to him Thank you Mr President,,34,15,0,0,0.0,0
I still cant believe it Love the man,,8,4,0,0,0.0,0
Obamas election loud music Trumps election people chanting USA,,9,9,0,0,0.0,0
Im new president my name is Trump says he is going to be a little late to the meeting tonight but I will be there at the same time and place and Ill meet you at the office today so I can get the money to you and your family a very happy and excited god bless USA,,58,23,0,0,0.0,0
I stayed up til 2 in the morning and when Trump won I called my parents and we all cried tears of joy One of the happiest moments in my life,,31,16,0,0,0.0,0
When he won Ohio I woke my wife up and said Its happening Trump is gonna win,,17,11,0,0,0.0,0
Time for 4 years of trump memes,trump,7,5,1,0.14285714285714285,0.2,1
nick complicated business business 14 months later and this is one of the very few moments in life u will remember where you were as if it was yesterdayIe JFK assassination Space Shuttle Challenger disaster 911 2016 electionAMERICA FIRSTMAGA,,39,21,0,0,0.0,0
I get chills every time I watch this KAG2020,,9,6,0,0,0.0,0
Ill always remember this as my first proud moment as a Presidentelecting citizen Especially when Trump came out to the theme of Air Force One Heh I always did love that movie,,32,15,0,0,0.0,0
The media knew Trump was going to win 2 hours before they decided to call it They just couldnt accept reality much like they do today Now on to 2020 Keep America Great,,33,19,0,0,0.0,0
Im not letting a president determine the quality of life i have nomatter who won im still gonna progress daily as a human and respect everyone for who we are,,30,13,0,0,0.0,0
333 the moment that sent shock waves across the entire planet,,11,6,0,0,0.0,0
So great to see this guy win over and over and over and over,,14,4,0,0,0.0,0
What a dark day in american politics but you got what you deserved,"dark, day",13,6,1,0.15384615384615385,0.3333333333333333,2
STAYED UP TILL 3 AM JUST TO SEE THIS 2020 BETTER BE LIKE 2016 all over again WERE GONNA WIN HUGE,,21,18,0,0,0.0,0
Donald Trumps son looks like he is having so much fun,,11,4,0,0,0.0,0
Our next president who will clean from Obama and the Democrats mess yayy,,13,8,0,0,0.0,0
Victory ,,2,2,0,0,0.0,0
Who still watches this in 2019 And realized MOST OF EVERYTHING HE SAID HE MADE HAPPEN TeamTrump2020,,17,14,0,0,0.0,0
For those of you leaning toward staying at home for midterms Just thinkhow much were leftists triggered on 110816 How much more would they be triggered if Trump gained his SUPERMAJORITY in midterms,,33,15,0,0,0.0,0
Its like watching the ending to the greatest movie ever With a happy ending too ,,16,7,0,0,0.0,0
I love the trump vision,trump,5,4,1,0.2,0.25,1
Its 2018  Trump is President  best night of my life,,12,9,0,0,0.0,0
Everyone hates this man yet they dont realize that there people who put Obama in office are the ones who put Trump in office,,24,10,0,0,0.0,0
This was single handedly one of my proudest moments to be American The media had painted trump terrible Hollywood and even the academic institutions which had become grossly corrupted America made a stand Proud,trump,34,19,1,0.029411764705882353,0.05263157894736842,1
TrumpNation,,1,1,0,0,0.0,0
god bless the 45th our country is coming back,,9,5,0,0,0.0,0
To God be the glory Lord willing President Trump  it is an honor to call him that will be our president in 2020,,24,12,0,0,0.0,0
TRUMPPENCE 2020,,2,2,0,0,0.0,0
Interesting song to have after you Walk off stage I think that was addressed to Hillary Clinton and his way of mocking her when you see her interview where she said that if she is president they will attack Iran but didnt say anything about the Iran nuclear deal to them it would have just sounded like another democrat making promises that they wouldnt live up to,,67,23,0,0,0.0,0
what a man would be fun to watch him one more time in 2020 to give his victory speech AGAIN ,,21,9,0,0,0.0,0
GOODNESS IN THIS WORLD ALWAYS PREVAILS,,6,6,0,0,0.0,0
he was so humble during all of this its great,,10,2,0,0,0.0,0
As a Hillary supporter I am not bitter nor do I hold any sort of grudge I am 26 years old tomorrow and I realize that Ive got a lot of experiences to have in my life before I can really understand what the Trump supporters believed in Honestly Im excited anyway Sure Hillary lost but you know what This is a democracy we vote and the majority rules so hey That being said I wish Trump the best of luck and congratulate him on uniting the vast majority of the United States rather than dividing it So heres to you Donald J Trump you won it fair and square and the stage is yours you talk a mighty big game with America and what we can do with it I just hope you walk an even bigger walk Dont fuck us on this buddy,fuck,145,69,1,0.006896551724137931,0.014492753623188406,1
This moment will forever go down in history and the most monumental day in modern history,day,16,9,1,0.0625,0.1111111111111111,1
There is lot to learn from this man Love you MrTrump,,11,6,0,0,0.0,0
America would honestly be better off with no president at all,,11,4,0,0,0.0,0
Love from england hahah look at taresa may its a sick joke,,12,6,0,0,0.0,0
remember this day social justice warriors It was you who helped him win,day,13,8,1,0.07692307692307693,0.125,1
Love coming back to this just to remind myself what a lucky lucky escape America had when the President Donald J Trump was voted in God bless the Potus WWG1WGA,,30,16,0,0,0.0,0
He is the president we needed and still need today Donald Trump 2020 Keep America Great,,16,10,0,0,0.0,0
What a great Presidential entrance Music is perfect for the moment,,11,7,0,0,0.0,0
Go Trump  God Bless American,,6,6,0,0,0.0,0
Hes so honest when he speaks No teleprompter I dont know if enough people appreciate that,,16,9,0,0,0.0,0
Without a doubt one of THE GREATEST nights of my life and Im married with children It gets more and more special as time goes by WWG1WGA,,27,13,0,0,0.0,0
The greatest US president of the 21st Century thus far MAGA,,11,7,0,0,0.0,0
His expression at 417 is unforgettable Love this President,,9,6,0,0,0.0,0
11 months later and winning is still so sweet,,9,4,0,0,0.0,0
Hes flawed but the best choice,,6,4,0,0,0.0,0
Im all in Veteran Latino family bloodline on this Continent goes back to 1610 of the Spanish Explorers Que Viva Trump,,21,12,0,0,0.0,0
Trump coming to power one of the defining moments in world history,,12,6,0,0,0.0,0
He had the power of the meme community now matter how many people ripped on him he was still stronger,,20,8,0,0,0.0,0
at 426 you can see a tear in trumps eye He truly wants to serve the American people,,18,8,0,0,0.0,0
A great moment in history Now waiting for the 2020 election MAGA2020,,12,9,0,0,0.0,0
Who are watching in 2018,,5,3,0,0,0.0,0
I love usa and trump i love you from argentina,trump,10,6,1,0.1,0.16666666666666666,1
What a champion,,3,2,0,0,0.0,0
Trump makes me wish I was god damn American,damn,9,5,1,0.1111111111111111,0.2,1
The morning after this aired soooo many people were freaking out in work I havent laughed more since that that It was great I bathe in SJW tears,,28,16,0,0,0.0,0
MAGA 2018,,2,2,0,0,0.0,0
Who else still cries tears of joy when they watch this,,11,5,0,0,0.0,0
359 BEST MOMENT T R U M P  2 0 2 0,,13,13,0,0,0.0,0
The Man Himself he did it he did what no one believed he could do,,15,4,0,0,0.0,0
It was on this night that America was blessed by God,,11,5,0,0,0.0,0
This is undoubtedly the best thing that ever happened to the United States of America,,15,8,0,0,0.0,0
Every time a Democrap gets under my skin I watch this and then feel sorry for them The world is Evolving to a greater place God Bless you Donald Trump,,30,15,0,0,0.0,0
I cried I screamed I have never been so proud As a female and a mother I knew I won too Thank god for President Trump,,26,16,0,0,0.0,0
DONALD TRUMP savior of Christian tradition of Americalove from Kerala India,,11,8,0,0,0.0,0
THANK YOU GOOD LORD JESUS,,5,5,0,0,0.0,0
We cant even describe the emotions of this night tears so many things to be thankful for so pray to God and thank him for giving us this man who will take care of our country like no other man could do trump20182020,,43,16,0,0,0.0,0
months later and i still enjoy watching this maga,,9,4,0,0,0.0,0
Hes the real deal Trump 2020,,6,5,0,0,0.0,0
The media force feeding narratives didnt work  ha,,9,9,0,0,0.0,0
Anyone watching 10 days before the 2018 midterms,,8,6,0,0,0.0,0
I LOVE DONALD TRUMP Together we will Make America Great Again  Maga,,13,12,0,0,0.0,0
Best night of my life Cried with joy Now tomorrow we will indeed MakeAmericaGreatAgain,,14,9,0,0,0.0,0
This crowd is chanting USA USA USA If Hillary had won her crowd would be chanting Im with her Im with her Im with her The difference between PATRIOTISM and socialism,,31,18,0,0,0.0,0
this video still makes me feel good,,7,3,0,0,0.0,0
He is doing great,,4,2,0,0,0.0,0
I still play this moment in time how incredible it was,,11,5,0,0,0.0,0
A hero of our time,hero,5,3,1,0.2,0.3333333333333333,1
Big time victory unique in USA history  Hillary was crushed,,11,9,0,0,0.0,0
On the First picture i spoted jim Acosta crying,,9,7,0,0,0.0,0
I love trump From Australia,trump,5,5,1,0.2,0.2,1
N0 collusion just American voters that see a great man ready to do Great things for our country,,18,10,0,0,0.0,0
sorry to keep you waiting complicated business this guy is a class act we love you Mr President,,18,8,0,0,0.0,0
,,1,1,0,0,0.0,0
The Greatest American President since Lincoln right there folks ,,10,7,0,0,0.0,0
34k r fools reeding newspapers,,5,4,0,0,0.0,0
Watching again in October please vote Red Wave Trump 2020,,10,7,0,0,0.0,0
what a magical night,,4,2,0,0,0.0,0
Trump will go down as one of the best presidents in history,,12,5,0,0,0.0,0
God bless trump Lets win 2020,trump,6,6,1,0.16666666666666666,0.16666666666666666,1
2617 bodyguard behind Trumps back has eyes like a hungry lion D,,12,7,0,0,0.0,0
Anyone watching January 2019,,4,4,0,0,0.0,0
Even months after his victory I stillhave Goosebumps and tears,,10,7,0,0,0.0,0
What a beautiful family,,4,3,0,0,0.0,0
Im korean but If I was american I choose Donald Trunp uh mr President I read almost every his books so I support his spirit congratuation President Trump,,28,20,0,0,0.0,0
I love that Air Force One Soundtrack very nice touch definitively,,11,9,0,0,0.0,0
Even though I voted for him I still didnt think he would win but he DID That will be a night to remember forever,,24,12,0,0,0.0,0
It looks like Baron Donalds son just wanted to go home and play some video games,,16,8,0,0,0.0,0
GOD JESUS CHRIST bless Great America and her wonderful presidant MrTrump,,11,9,0,0,0.0,0
Pence is an honorable man,,5,3,0,0,0.0,0
A truly great day in world history Leaders like this come once in 500 years,day,15,7,1,0.06666666666666667,0.14285714285714285,1
333 Watching this LIVE on November 4 2020 ,,9,7,0,0,0.0,0
Just stopping by again to relive one of the best nights of my life  USA USA USA ,,19,11,0,0,0.0,0
its electrifying when he comes out to that music,,9,2,0,0,0.0,0
Latinos for trump 2020,trump,4,3,1,0.25,0.3333333333333333,1
